NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL
Class,Field,Name,Class,Field,Name,Name,Notes
net.minecraft.src.item.Item,*,field_309_aA,*,*,*,redstone,"*"
net.minecraft.src.item.Item,*,field_308_aB,*,*,*,snowball,"*"
net.minecraft.src.Block,*,field_391_ax,*,*,*,oreDiamond,"*"
net.minecraft.src.Block,*,field_393_F,*,*,*,sand,"*"
net.minecraft.src.item.Item,*,field_279_ah,*,*,*,legsDiamond,"*"
net.minecraft.src.item.Item,*,field_278_ai,*,*,*,bootsDiamond,"*"
net.minecraft.src.item.Item,*,field_273_an,*,*,*,flint,"*"
net.minecraft.src.item.Item,*,field_272_ao,*,*,*,porkRaw,"*"
net.minecraft.src.item.Item,*,field_270_aq,*,*,*,painting,"*"
net.minecraft.src.item.Item,*,field_277_aj,*,*,*,helmetGold,"*"
net.minecraft.src.item.Item,*,field_276_ak,*,*,*,plateGold,"*"
net.minecraft.src.item.Item,*,field_275_al,*,*,*,legsGold,"*"
net.minecraft.src.item.Item,*,field_274_am,*,*,*,bootsGold,"*"
net.minecraft.src.packet.Packet52MultiBlockChange,*,field_479_a,*,*,*,xPosition,"net.minecraft.src.world.chunk.Chunk X position."
net.minecraft.src.packet.Packet52MultiBlockChange,*,field_478_b,*,*,*,zPosition,"net.minecraft.src.world.chunk.Chunk Z position."
net.minecraft.src.packet.Packet,*,field_471_a,*,*,*,packetIdToClassMap,"Maps packet id to packet class"
net.minecraft.src.packet.Packet,*,field_470_b,*,*,*,packetClassToIdMap,"Maps packet class to packet id"
Packet59ComplexEntity,*,field_473_b,*,*,*,yPosition,"net.minecraft.src.entity.Entity Y position."
net.minecraft.src.packet.Packet,*,field_472_j,*,*,*,isChunkDataPacket,"Only true for net.minecraft.src.packet.Packet51MapChunk, net.minecraft.src.packet.Packet52MultiBlockChange, net.minecraft.src.packet.Packet53BlockChange and Packet59ComplexEntity. Used to separate them into a different send queue."
Packet59ComplexEntity,*,field_475_e,*,*,*,entityNBT,"An NBT representation of the entity."
Packet59ComplexEntity,*,field_474_a,*,*,*,xPosition,"net.minecraft.src.entity.Entity X position."
Packet59ComplexEntity,*,field_477_c,*,*,*,zPosition,"net.minecraft.src.entity.Entity Z position."
Packet59ComplexEntity,*,field_476_d,*,*,*,entityData,"The entity data. This is a compressed (GZipped) NBT file."
net.minecraft.src.gen.MobSpawnerBase,*,field_4249_h,*,*,*,desert,"*"
net.minecraft.src.gen.MobSpawnerBase,*,field_4248_i,*,*,*,plains,"*"
net.minecraft.src.gen.MobSpawnerBase,*,field_4242_o,*,*,*,topBlock,"The block expected to be on the top of this biome"
net.minecraft.src.gen.MobSpawnerBase,*,field_4241_p,*,*,*,fillerBlock,"The block to fill spots in when not on the top"
net.minecraft.src.gen.MobSpawnerBase,*,field_4247_j,*,*,*,iceDesert,"*"
net.minecraft.src.gen.MobSpawnerBase,*,field_4246_k,*,*,*,tundra,"*"
net.minecraft.src.gen.MobSpawnerBase,*,field_4245_l,*,*,*,hell,"*"
net.minecraft.src.world.chunk.ChunkProviderIso,*,field_901_c,*,*,*,worldObj,"Reference to the net.minecraft.src.block.World object."
net.minecraft.src.world.chunk.ChunkProviderIso,*,field_900_d,*,*,*,chunkLoader,"The net.minecraft.src.world.chunk.IChunkLoader used by net.minecraft.src.world.chunk.ChunkProviderIso."
net.minecraft.src.world.chunk.ChunkProviderGenerate,*,field_907_p,*,*,*,worldObj,"Reference to the net.minecraft.src.block.World object."
net.minecraft.src.crafting.CraftingRecipe,*,field_1727_c,*,*,*,height,"Height in number of items"
net.minecraft.src.crafting.CraftingRecipe,*,field_1726_d,*,*,*,ingredientMap,"Map of ingredient ids"
net.minecraft.src.crafting.CraftingRecipe,*,field_1725_e,*,*,*,resultStack,"The resulting stack this recipe produces"
net.minecraft.src.crafting.CraftingRecipe,*,field_1724_a,*,*,*,resultId,"net.minecraft.src.item.Item id of the recipe result"
net.minecraft.src.crafting.CraftingRecipe,*,field_1723_b,*,*,*,width,"Width in number of items"
net.minecraft.src.rendering.EffectRenderer,*,field_1729_a,*,*,*,worldObj,"Reference to the net.minecraft.src.block.World object."
net.minecraft.src.block.World,*,field_1058_B,*,*,*,scheduledTickTreeSet,"*"
net.minecraft.src.item.Item,*,field_4029_aI,*,*,*,paper,"*"
net.minecraft.src.item.Item,*,field_4028_aJ,*,*,*,book,"*"
net.minecraft.src.Tessellator,*,field_1506_g,*,*,*,rawBuffer,"Raw integer array."
net.minecraft.src.item.Item,*,field_4025_aO,*,*,*,compass,"*"
net.minecraft.src.block.World,*,field_1056_C,*,*,*,scheduledTickSet,"*"
net.minecraft.src.Tessellator,*,field_1502_k,*,*,*,color,"The color (RGBA) value to be used for the following draw call."
net.minecraft.src.Tessellator,*,field_1501_l,*,*,*,hasColor,"Whether the current draw object for this tessellator has color values."
net.minecraft.src.world.WorldClient,*,field_1052_A,*,*,*,sendQueue,"The packets that need to be sent to the server."
net.minecraft.src.gui.ChatLine,*,field_1297_a,*,*,*,message,"The chat message."
net.minecraft.src.gui.ChatLine,*,field_1296_b,*,*,*,updateCounter,"Counts the number of screen updates."
net.minecraft.src.crafting.CraftingInventoryPlayerCB,*,field_1619_b,*,*,*,craftResult,"The crafting result."
net.minecraft.src.crafting.CraftingInventoryCB,*,field_1618_c,*,*,*,unusedList,"Currently unused in the code."
net.minecraft.src.entity.EntityList,*,field_1613_c,*,*,*,IDtoClassMapping,"provides a mapping between an entityID and an net.minecraft.src.entity.Entity Class"
net.minecraft.src.entity.EntityList,*,field_1612_d,*,*,*,classToIDMapping,"provides a mapping between en net.minecraft.src.entity.Entity Class and an entity ID"
net.minecraft.src.entity.EntityList,*,field_1611_a,*,*,*,stringToClassMapping,"Provides a mapping between entity classes and a string"
net.minecraft.src.entity.EntityList,*,field_1610_b,*,*,*,classToStringMapping,"Provides a mapping between a string and an entity classes"
net.minecraft.src.item.ItemStack,*,field_1617_c,*,*,*,itemID,"ID of the item."
net.minecraft.src.model.ModelRenderer,*,field_1398_m,*,*,*,textureOffsetY,"The Y offset into the texture used for displaying this model"
net.minecraft.src.item.ItemStack,*,field_1615_a,*,*,*,stackSize,"Size of the stack."
net.minecraft.src.item.ItemStack,*,field_1614_b,*,*,*,animationsToGo,"Number of animation frames to go when receiving an item (by walking into it, for example)."
net.minecraft.src.model.ModelRenderer,*,field_1399_l,*,*,*,textureOffsetX,"The X offset into the texture used for displaying this model"
net.minecraft.src.Block,*,field_9248_k,*,*,*,soundClothFootstep,"*"
net.minecraft.src.Block,*,field_9249_j,*,*,*,soundGlassFootstep,"*"
net.minecraft.client.Minecraft,*,field_9244_k,*,*,*,mcCanvas,"*"
Render,*,field_9246_c,*,*,*,shadowSize,""
net.minecraft.src.Block,*,field_9247_l,*,*,*,soundSandFootstep,"*"
net.minecraft.client.Minecraft,*,field_9240_E,*,*,*,frameTimes,""
net.minecraft.client.Minecraft,*,field_9241_z,*,*,*,mcApplet,"*"
net.minecraft.client.Minecraft,*,field_9242_w,*,*,*,unusedModelBiped,"An unused biped model, only ever assigned to."
net.minecraft.client.Minecraft,*,field_9243_r,*,*,*,entityRenderer,"*"
net.minecraft.src.networking.NetworkManager,*,field_1473_f,*,*,*,socketInputStream,"The input stream connected to the socket."
net.minecraft.src.networking.NetworkManager,*,field_1472_g,*,*,*,socketOutputStream,"The output stream connected to the socket."
net.minecraft.src.networking.NetworkManager,*,field_1471_h,*,*,*,isRunning,"Whether the network is currently operational."
net.minecraft.src.networking.NetworkManager,*,field_1470_i,*,*,*,readPackets,"Linked list of packets that have been read and are awaiting processing."
net.minecraft.src.networking.NetworkManager,*,field_1477_b,*,*,*,numReadThreads,"The number of read threads spawned. Not really used on client side."
net.minecraft.src.networking.NetworkManager,*,field_1476_c,*,*,*,numWriteThreads,"The number of write threads spawned. Not really used on client side."
net.minecraft.src.networking.NetworkManager,*,field_1475_d,*,*,*,sendQueueLock,"The object used for synchronization on the send queue."
net.minecraft.src.networking.NetworkManager,*,field_1474_e,*,*,*,networkSocket,"The socket used by this network manager."
net.minecraft.src.entity.EntitySkeleton,*,field_4119_a,*,*,*,defaultHeldItem,"The net.minecraft.src.item.ItemStack that any Skeleton holds (a bow)."
net.minecraft.src.networking.NetworkManager,*,field_1478_a,*,*,*,threadSyncObject,"Synchronization object used for read and write threads."
net.minecraft.src.noise.NoiseGeneratorPerlin,*,field_1187_b,*,*,*,yCoord,"*"
net.minecraft.src.noise.NoiseGeneratorPerlin,*,field_1189_d,*,*,*,permutations,"*"
net.minecraft.src.noise.NoiseGeneratorPerlin,*,field_1188_a,*,*,*,xCoord,"*"
net.minecraft.src.item.ItemArmor,*,field_312_aY,*,*,*,damageReduceAmmount,"Holds the ammount of damage that the armor reduce at full durability."
net.minecraft.src.entity.TileEntityRenderer,*,field_1554_a,*,*,*,instance,"The static instance of net.minecraft.src.entity.TileEntityRenderer"
net.minecraft.src.Path,*,field_1556_a,*,*,*,pathPoints,"Contains the points in this path"
net.minecraft.src.recipe.RecipeSorter,*,field_1557_a,*,*,*,craftingManager,"*"
net.minecraft.src.Tessellator,*,field_1507_f,*,*,*,floatBuffer,"The same memory as byteBuffer, but referenced as an float buffer."
net.minecraft.src.packet.Packet30Entity,*,field_484_b,*,*,*,xPosition,"The X axis relative movement."
net.minecraft.src.packet.Packet30Entity,*,field_485_a,*,*,*,entityId,"The ID of this entity."
net.minecraft.src.packet.Packet30Entity,*,field_486_g,*,*,*,rotating,"Boolean set to true if the entity is rotating."
net.minecraft.src.packet.Packet30Entity,*,field_487_f,*,*,*,pitch,"The Y axis rotation."
net.minecraft.src.packet.Packet52MultiBlockChange,*,field_480_f,*,*,*,size,"The size of the arrays."
net.minecraft.src.packet.Packet52MultiBlockChange,*,field_481_e,*,*,*,metadataArray,"The metadata for each block changed."
net.minecraft.src.packet.Packet52MultiBlockChange,*,field_482_d,*,*,*,typeArray,"The type for each block change."
net.minecraft.src.packet.Packet52MultiBlockChange,*,field_483_c,*,*,*,coordinateArray,"The coordinates of the blocks to change."
net.minecraft.src.packet.Packet30Entity,*,field_488_e,*,*,*,yaw,"The X axis rotation."
net.minecraft.src.packet.Packet30Entity,*,field_489_d,*,*,*,zPosition,"The Z axis relative movement."
net.minecraft.src.Tessellator,*,field_1505_h,*,*,*,vertexCount,"The number of vertices to be drawn in the next draw call. Reset to 0 between draw calls."
net.minecraft.src.item.ItemArmor,*,field_314_bb,*,*,*,maxDamageArray,"Holds the 'base' maxDamage that each armorType have."
net.minecraft.src.entity.Entity,*,field_643_aD,*,*,*,height,"How high this entity is considered to be"
net.minecraft.src.item.ItemRecord,*,field_316_a,*,*,*,recordName,"The name of the record."
net.minecraft.src.item.ItemArmor,*,field_310_a,*,*,*,armorLevel,"Stores the armor level: 0 is leather, 1 is chain or gold, 2 is steel and 3 is diamond."
net.minecraft.src.item.ItemArmor,*,field_311_aZ,*,*,*,renderIndex,"Used on RenderPlayer to select the correspondent armor to be rendered on the player: 0 is cloth, 1 is chain, 2 is iron, 3 is diamond and 4 is gold."
net.minecraft.src.entity.Entity,*,field_644_aC,*,*,*,width,"How wide this entity is considered to be"
net.minecraft.src.item.ItemArmor,*,field_313_aX,*,*,*,armorType,"Stores the armor type: 0 is helmet, 1 is plate, 2 is legs and 3 is boots"
net.minecraft.src.item.ItemSword,*,field_319_a,*,*,*,weaponDamage,"*"
net.minecraft.src.Tessellator,*,field_1504_i,*,*,*,textureU,"The first coordinate to be used for the texture."
net.minecraft.client.Minecraft,*,field_6315_n,*,*,*,renderEngine,"The RenderEngine instance used by net.minecraft.client.Minecraft"
net.minecraft.src.Tessellator,*,field_1503_j,*,*,*,textureV,"The second coordinate to be used for the texture."
net.minecraft.client.Minecraft,*,field_6314_o,*,*,*,fontRenderer,"The font renderer used for displaying and measuring text."
net.minecraft.client.Minecraft,*,field_6275_Z,*,*,*,minecraftDir,"The working dir (OS specific) for minecraft"
RenderManager,*,field_6501_o,*,*,*,entityRenderMap,"A map of entity classes and the associated renderer."
net.minecraft.src.gen.MobSpawnerBase,*,field_6504_m,*,*,*,biomeName,"*"
net.minecraft.src.entity.TileEntitySpecialRenderer,*,field_6509_a,*,*,*,tileEntityRenderer,"The net.minecraft.src.entity.TileEntityRenderer instance associated with this net.minecraft.src.entity.TileEntitySpecialRenderer"
net.minecraft.src.item.Item,*,field_268_A,*,*,*,axeDiamond,"*"
net.minecraft.src.item.Item,*,field_269_ar,*,*,*,appleGold,"*"
net.minecraft.src.item.Item,*,field_264_C,*,*,*,bowlEmpty,"*"
net.minecraft.src.item.Item,*,field_265_at,*,*,*,doorWood,"*"
net.minecraft.src.item.Item,*,field_266_B,*,*,*,stick,"*"
net.minecraft.src.item.Item,*,field_267_as,*,*,*,sign,"*"
net.minecraft.src.item.Item,*,field_261_E,*,*,*,swordGold,"*"
net.minecraft.src.item.Item,*,field_262_au,*,*,*,bucketEmpty,"*"
net.minecraft.src.item.Item,*,field_263_D,*,*,*,bowlSoup,"*"
net.minecraft.src.Tessellator,*,field_1500_m,*,*,*,hasTexture,"Whether the current draw object for this tessellator has texture coordinates."
net.minecraft.src.block.BlockLeaves,*,field_463_b,*,*,*,baseIndexInPNG,"The base index in terrain.png corresponding to the fancy version of the leaf texture. This is stored so we can switch the displayed version between fancy and fast graphics (fast is this index + 1)."
net.minecraft.src.block.BlockSand,*,field_466_a,*,*,*,fallInstantly,"Do blocks fall instantly to where they stop or do they fall over time"
net.minecraft.src.block.BlockPressurePlate,*,field_467_a,*,*,*,triggerMobType,"The mob type that can trigger this pressure plate."
net.minecraft.src.world.WorldGenClay,*,field_866_b,*,*,*,numberOfBlocks,"The number of blocks to generate."
net.minecraft.src.world.WorldGenClay,*,field_867_a,*,*,*,clayBlockId,"The block ID for clay."
net.minecraft.src.entity.Entity,*,field_863_b,*,*,*,nextStepDistance,"The distance that has to be exceeded in order to triger a new step sound and an onEntityWalking event on a block"
net.minecraft.src.entity.Entity,*,field_861_d,*,*,*,minecartType,"The type of minecart, 2 for powered, 1 for storage."
net.minecraft.src.Block,*,field_441_aG,*,*,*,ladder,"*"
net.minecraft.src.entity.EntityLiving,*,field_734_o,*,*,*,prevRenderYawOffset,"*"
net.minecraft.src.world.chunk.ChunkLoader,*,field_1200_a,*,*,*,saveDir,"The root directory from where the chunks are saved (this will be the World1-5 dirs)"
net.minecraft.src.gen.MobSpawnerBase,*,field_4238_s,*,*,*,biomeCreatures,"*"
net.minecraft.src.gen.MobSpawnerBase,*,field_4239_r,*,*,*,biomeMonsters,"*"
net.minecraft.src.gen.MobSpawnerBase,*,field_4237_t,*,*,*,biomeLookupTable,"*"
net.minecraft.src.texture.TextureCompassFX,*,field_4231_g,*,*,*,mc,"A reference to the net.minecraft.client.Minecraft object."
net.minecraft.src.world.chunk.ChunkProviderGenerate,*,field_913_j,*,*,*,rand,"RNG."
net.minecraft.src.Block,*,field_443_aE,*,*,*,signPost,"*"
net.minecraft.src.Block,*,field_444_aD,*,*,*,stoneOvenActive,"*"
net.minecraft.src.world.chunk.ChunkCache,*,field_1061_d,*,*,*,worldObj,"Reference to the net.minecraft.src.block.World object."
net.minecraft.src.networking.NetworkWriterThread,*,field_1063_a,*,*,*,netManager,"Reference to the net.minecraft.src.networking.NetworkManager object."
net.minecraft.src.player.PlayerController,*,field_1065_a,*,*,*,mc,"A reference to the net.minecraft.client.Minecraft object."
net.minecraft.src.model.ModelQuadraped,*,field_1262_h,*,*,*,leg3,"*"
net.minecraft.src.model.ModelQuadraped,*,field_1263_g,*,*,*,leg2,"*"
net.minecraft.src.model.ModelQuadraped,*,field_1261_i,*,*,*,leg4,"*"
net.minecraft.src.model.ModelQuadraped,*,field_1266_d,*,*,*,head,"*"
net.minecraft.src.model.ModelCow,*,field_1267_b,*,*,*,horn1,"*"
net.minecraft.src.model.ModelQuadraped,*,field_1264_f,*,*,*,leg1,"*"
net.minecraft.src.model.ModelQuadraped,*,field_1265_e,*,*,*,body,"*"
net.minecraft.src.Block,*,field_445_aC,*,*,*,stoneOvenIdle,"*"
net.minecraft.src.model.ModelCow,*,field_1268_a,*,*,*,udders,"*"
net.minecraft.src.model.ModelCow,*,field_1269_c,*,*,*,horn2,"*"
net.minecraft.src.Block,*,field_446_aB,*,*,*,tilledField,"*"
net.minecraft.src.Session,*,field_1666_b,*,*,*,playerName,"appears to be the player name, determined by the use in the constructor of net.minecraft.src.entity.EntityPlayerSP"
net.minecraft.src.Session,*,field_1667_a,*,*,*,registeredBlocksList,"*"
net.minecraft.src.recipe.RecipesTools,*,field_1664_b,*,*,*,recipeItems,"*"
net.minecraft.src.recipe.RecipesTools,*,field_1665_a,*,*,*,recipePatterns,"*"
net.minecraft.src.crafting.CraftingManager,*,field_1662_b,*,*,*,recipes,"A list of all the recipes added"
net.minecraft.src.audio.SoundPool,*,field_1660_d,*,*,*,nameToSoundPoolEntriesMapping,"Maps a name (can be sound/newsound/streaming/music/newmusic) to a list of net.minecraft.src.audio.SoundPoolEntry's."
net.minecraft.src.audio.SoundPool,*,field_1661_c,*,*,*,rand,"The RNG used by net.minecraft.src.audio.SoundPool."
net.minecraft.src.Block,*,field_9253_f,*,*,*,soundGravelFootstep,"*"
net.minecraft.src.Block,*,field_9252_g,*,*,*,soundGrassFootstep,"*"
net.minecraft.src.Block,*,field_9251_h,*,*,*,soundStoneFootstep,"*"
net.minecraft.src.Block,*,field_9250_i,*,*,*,soundMetalFootstep,"*"
net.minecraft.src.Block,*,field_9254_e,*,*,*,soundWoodFootstep,"*"
net.minecraft.src.model.ModelRenderer,*,field_1406_e,*,*,*,rotateAngleY,"*"
net.minecraft.src.model.ModelRenderer,*,field_1407_d,*,*,*,rotateAngleX,"*"
net.minecraft.src.model.ModelRenderer,*,field_1404_g,*,*,*,mirror,"*"
net.minecraft.src.model.ModelRenderer,*,field_1405_f,*,*,*,rotateAngleZ,"*"
net.minecraft.src.model.ModelRenderer,*,field_1400_k,*,*,*,faces,"An array containing the 6 faces of the cube."
net.minecraft.src.model.ModelRenderer,*,field_1401_j,*,*,*,corners,"An array containing the 8 corners of the cube."
net.minecraft.src.model.ModelRenderer,*,field_1408_c,*,*,*,offsetZ,"*"
net.minecraft.src.model.ModelRenderer,*,field_1409_b,*,*,*,offsetY,"*"
net.minecraft.src.Material,*,field_1318_t,*,*,*,builtSnow,"*"
net.minecraft.src.Material,*,field_1319_s,*,*,*,snow,"*"
net.minecraft.src.LogoEffectRandomizer,*,field_1313_d,*,*,*,mainMenu,"A reference to the net.minecraft.src.gui.GuiMainMenu."
net.minecraft.src.rendering.FontRenderer,*,field_1310_c,*,*,*,fontDisplayLists,"*"
net.minecraft.src.Material,*,field_1316_v,*,*,*,clay,"*"
net.minecraft.src.Material,*,field_1317_u,*,*,*,cactus,"*"
net.minecraft.src.nbt.NBTTagShort,*,field_1088_a,*,*,*,shortValue,"The short value for the tag."
net.minecraft.src.nbt.NBTTagDouble,*,field_1089_a,*,*,*,doubleValue,"The double value for the tag."
net.minecraft.src.networking.NetworkMasterThread,*,field_1086_a,*,*,*,netManager,"Reference to the net.minecraft.src.networking.NetworkManager object."
net.minecraft.src.nbt.NBTBase,*,field_1087_a,*,*,*,key,"The UTF string key used to lookup values."
net.minecraft.src.networking.NetworkReaderThread,*,field_1085_a,*,*,*,netManager,"Reference to the net.minecraft.src.networking.NetworkManager object."
net.minecraft.src.audio.SoundManager,*,field_589_c,*,*,*,soundPoolStreaming,"Sound pool containing streaming audio."
net.minecraft.src.audio.SoundManager,*,field_588_d,*,*,*,soundPoolMusic,"Sound pool containing music."
net.minecraft.src.audio.SoundManager,*,field_585_g,*,*,*,loaded,"Set to true when the net.minecraft.src.audio.SoundManager has been initialised."
net.minecraft.src.audio.SoundManager,*,field_584_h,*,*,*,rand,"RNG."
net.minecraft.src.audio.SoundManager,*,field_586_f,*,*,*,options,"A reference to the game settings."
net.minecraft.src.packet.Packet22Collect,*,field_581_a,*,*,*,collectedEntityId,"The entity on the ground that was picked up."
net.minecraft.src.packet.Packet22Collect,*,field_580_b,*,*,*,collectorEntityId,"The entity that picked up the one from the ground."
net.minecraft.src.packet.Packet255KickDisconnect,*,field_582_a,*,*,*,reason,"Displayed to the client when the connection terminates."
net.minecraft.client.Minecraft,*,field_6304_y,*,*,*,gameSettings,"The game settings that currently hold effect."
net.minecraft.src.Tessellator,*,field_1509_d,*,*,*,byteBuffer,"The byte buffer used for GL allocation."
net.minecraft.src.Tessellator,*,field_1508_e,*,*,*,intBuffer,"The same memory as byteBuffer, but referenced as an integer buffer."
net.minecraft.src.item.Item,*,field_4027_aL,*,*,*,minecartCrate,"*"
net.minecraft.client.Minecraft,*,field_6301_A,*,*,*,sndManager,"*"
net.minecraft.src.item.Item,*,field_4024_aP,*,*,*,fishingRod,"*"
net.minecraft.src.error.UnexpectedThrowable,*,field_6515_a,*,*,*,description,"A description of the error that has occurred."
net.minecraft.src.error.UnexpectedThrowable,*,field_6514_b,*,*,*,exception,"The Throwable object that was thrown."
net.minecraft.src.entity.TileEntityRenderer,*,field_6517_m,*,*,*,specialRendererMap,"A mapping of TileEntitySpecialRenderers used for each net.minecraft.src.entity.TileEntity that has one"
net.minecraft.src.item.Item,*,field_4022_aR,*,*,*,lightStoneDust,"*"
net.minecraft.src.item.Item,*,field_4020_aT,*,*,*,fishCooked,"*"
net.minecraft.src.item.Item,*,field_291_aS,*,*,*,shiftedIndex,"net.minecraft.src.item.Item index + 256"
net.minecraft.src.item.Item,*,field_290_aT,*,*,*,maxStackSize,"Maximum size of the stack."
net.minecraft.src.item.Item,*,field_293_aQ,*,*,*,record13,"*"
net.minecraft.src.item.Item,*,field_296_aN,*,*,*,egg,"*"
net.minecraft.src.item.Item,*,field_299_aK,*,*,*,slimeBall,"*"
net.minecraft.src.block.BlockChest,*,field_457_a,*,*,*,random,""
net.minecraft.src.block.BlockFurnace,*,field_456_a,*,*,*,isActive,"True if this is an active furnace, false if idle"
net.minecraft.src.block.BlockSign,*,field_455_a,*,*,*,signEntityClass,"*"
net.minecraft.src.block.BlockSign,*,field_454_b,*,*,*,isFreestanding,"Whether this is a freestanding sign or a wall-mounted sign"
net.minecraft.src.block.BlockRedstoneWire,*,field_453_a,*,*,*,wiresProvidePower,"When false, power transmission methods do not look at other redstone wires.  Used internally during updateCurrentStrength."
net.minecraft.src.block.BlockRedstoneTorch,*,field_451_a,*,*,*,torchActive,"Whether the redstone torch is currently active or not."
net.minecraft.src.block.BlockRedstoneTorch,*,field_450_b,*,*,*,torchUpdates,"An array of when redstone torches became active.  Used for redstone torches to burn out."
net.minecraft.src.entity.EntityMinecart,*,field_857_h,*,*,*,cargoItems,"Array of item stacks stored in minecart (for storage minecarts)."
net.minecraft.src.gui.GuiIngame,*,field_929_e,*,*,*,chatMessageList,"A list with all the chat messages in."
net.minecraft.src.gui.Gui,*,field_923_k,*,*,*,zLevel,"*"
net.minecraft.src.player.PlayerControllerSP,*,field_1071_f,*,*,*,curBlockDamage,""
net.minecraft.src.player.PlayerControllerSP,*,field_1070_g,*,*,*,prevBlockDamage,""
net.minecraft.src.model.ModelCreeper,*,field_1271_a,*,*,*,head,"*"
net.minecraft.src.model.ModelCreeper,*,field_1270_b,*,*,*,unusedModel,"*"
net.minecraft.src.model.ModelCreeper,*,field_1273_f,*,*,*,leg3,"*"
net.minecraft.src.model.ModelCreeper,*,field_1272_g,*,*,*,leg4,"*"
net.minecraft.src.model.ModelCreeper,*,field_1275_d,*,*,*,leg1,"*"
net.minecraft.src.model.ModelCreeper,*,field_1274_e,*,*,*,leg2,"*"
net.minecraft.src.model.ModelCreeper,*,field_1276_c,*,*,*,body,"*"
net.minecraft.src.Pathfinder,*,field_1675_d,*,*,*,pathOptions,"Selection of path points to add to the path"
net.minecraft.src.Pathfinder,*,field_1674_a,*,*,*,worldMap,"Used to find obstacles"
net.minecraft.src.Pathfinder,*,field_1676_c,*,*,*,pointMap,"The points in the path"
net.minecraft.src.opengl.GLAllocation,*,field_1671_a,*,*,*,displayLists,"An ArrayList that stores the first index and the length of each display list."
net.minecraft.src.opengl.GLAllocation,*,field_1670_b,*,*,*,textureNames,"An ArrayList that stores all the generated texture names."
net.minecraft.src.Pathfinder,*,field_1673_b,*,*,*,path,"The path being generated"
net.minecraft.src.canvas.CanvasMajongLogo,*,field_1672_a,*,*,*,logo,"BufferedImage object containing the Majong logo."
net.minecraft.src.model.ModelRenderer,*,field_1410_a,*,*,*,offsetX,"*"
net.minecraft.src.entity.TileEntitySignRenderer,*,field_1413_b,*,*,*,signModel,"The net.minecraft.src.model.SignModel instance used by the net.minecraft.src.entity.TileEntitySignRenderer"
net.minecraft.src.world.chunk.ChunkProviderGenerate,*,field_4179_v,*,*,*,biomesForGeneration,"The biomes that are used to generate the chunk"
net.minecraft.src.world.chunk.ChunkProviderGenerate,*,field_4178_w,*,*,*,generatedTemperatures,"List of temperatures generated for this chunk, used for snowfall calculation."
net.minecraft.src.item.ItemStack,*,field_1616_d,*,*,*,itemDamage,"Damage dealt to the item or number of use. Raise when using items."
net.minecraft.src.entity.Entity,*,field_9312_bd,*,*,*,rand,"*"
net.minecraft.src.entity.Entity,*,field_9313_bc,*,*,*,unusedEntityBoolean,"*"
net.minecraft.src.entity.Entity,*,field_9310_bf,*,*,*,fireResistance,"The amount of ticks you have to stand inside of fire before be set on fire"
net.minecraft.src.entity.Entity,*,field_9311_be,*,*,*,ticksExisted,"How many ticks has this entity had ran since being alive"
net.minecraft.src.entity.EntityArrow,*,field_9316_f,*,*,*,inTile,"*"
net.minecraft.src.entity.EntityArrow,*,field_9317_e,*,*,*,zTile,"*"
net.minecraft.src.entity.Entity,*,field_9314_ba,*,*,*,noClip,"Whether this entity won't clip with collision or not (make note it won't disable gravity)"
net.minecraft.src.entity.EntityArrow,*,field_9315_g,*,*,*,inGround,"*"
net.minecraft.src.entity.EntityArrow,*,field_9318_d,*,*,*,yTile,"*"
net.minecraft.src.entity.EntityArrow,*,field_9319_c,*,*,*,xTile,"*"
net.minecraft.src.rendering.FontRenderer,*,field_1309_d,*,*,*,buffer,"*"
net.minecraft.src.rendering.FontRenderer,*,field_1308_a,*,*,*,fontTextureName,"*"
net.minecraft.src.gen.MapGenBase,*,field_1305_b,*,*,*,rand,"The RNG used by the MapGen classes."
net.minecraft.src.rendering.FontRenderer,*,field_1307_b,*,*,*,charWidth,"Array of width of all the characters in default.png"
net.minecraft.src.recipe.RecipesWeapons,*,field_1099_b,*,*,*,recipeItems,"*"
net.minecraft.src.nbt.NBTTagString,*,field_1098_a,*,*,*,stringValue,"The string value for the tag (cannot be empty)."
net.minecraft.src.nbt.NBTTagList,*,field_1091_a,*,*,*,tagList,"The array list containing the tags encapsulated in this list."
net.minecraft.src.nbt.NBTTagList,*,field_1090_b,*,*,*,tagType,"The type byte for the tags in the list - they must all be of the same type."
net.minecraft.src.nbt.NBTTagInt,*,field_1093_a,*,*,*,intValue,"The integer value for the tag."
net.minecraft.src.nbt.NBTTagByte,*,field_1092_a,*,*,*,byteValue,"The byte value for the tag."
net.minecraft.src.nbt.NBTTagLong,*,field_1095_a,*,*,*,longValue,"The long value for the tag."
net.minecraft.src.nbt.NBTTagCompound,*,field_1094_a,*,*,*,tagMap,"The key-value pairs for the tag. Each key is a UTF string, each value is a tag."
net.minecraft.src.nbt.NBTTagFloat,*,field_1097_a,*,*,*,floatValue,"The float value for the tag."
net.minecraft.src.nbt.NBTTagByteArray,*,field_1096_a,*,*,*,byteArray,"The byte array stored in the tag."
net.minecraft.src.packet.Packet24MobSpawn,*,field_550_e,*,*,*,zPosition,"The Z position of the entity."
net.minecraft.src.packet.Packet10Flying,*,field_556_f,*,*,*,pitch,"The player's pitch rotation."
